date,rating,country,employee_status,position_level,function_area,recommender_bin,perspective_commerciale_bin,approbation_pdg_bin,employee_status_label,year
2020-05-28,4.0,United Kingdom,1,Manager,Other,,0,,Current,2020
2020-05-28,4.0,Italy,0,Intern,Other,,,,Former,2020
2020-05-29,5.0,India,1,,Other,1,1,1,Current,2020
2020-06-01,3.0,United States,1,Senior Manager,Other,,,,Current,2020
2020-06-08,5.0,Australia,0,,Other,-1,0,0,Former,2020
2020-06-08,5.0,United Arab Emirates,1,Manager,Other,1,1,1,Current,2020
2020-06-09,4.0,United Kingdom,1,,Other,,,,Current,2020
2020-06-12,3.0,United States,1,Associate,Audit–Assurance,1,1,,Current,2020
2020-06-14,4.0,India,1,Associate,Other,,,,Current,2020
2020-06-16,5.0,Ireland,1,,Other,,,,Current,2020
2020-06-17,4.0,Vietnam,0,Associate,Tax,1,1,0,Former,2020
2020-06-17,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2020
2020-06-22,4.0,Singapore,1,Associate,Other,,0,,Current,2020
2020-06-23,5.0,United States,0,Intern,Support (HR/Ops/Finance),,1,1,Former,2020
2020-06-24,3.0,United Kingdom,1,Manager,Audit–Assurance,-1,0,0,Current,2020
2020-06-25,5.0,India,1,Associate,Tech–IT–Data,,-1,,Current,2020
2020-06-26,5.0,India,0,,Other,,,,Former,2020
2020-06-29,5.0,Canada,0,,Other,1,1,1,Former,2020
2020-06-30,4.0,United Kingdom,1,Associate,Other,,,,Current,2020
2020-07-01,3.0,Australia,1,,Other,,0,,Current,2020
2020-07-01,5.0,United States,1,Senior Associate,Other,,,,Current,2020
2020-07-02,5.0,Australia,0,,Other,,,,Former,2020
2020-07-04,3.0,China,1,Intern,Other,,,,Current,2020
2020-07-06,4.0,Ireland,0,Manager,Other,,,,Former,2020
2020-07-06,3.0,United Arab Emirates,0,Associate,Other,,,,Former,2020
2020-07-08,5.0,New Zealand,0,,Other,1,1,1,Former,2020
2020-07-14,3.0,United States,1,Manager,Tax,,,,Current,2020
2020-07-15,4.0,United Kingdom,1,Associate,Other,,,,Current,2020
2020-07-19,4.0,United States,0,Manager,Consulting–Advisory,,1,,Former,2020
2020-07-20,5.0,United States,1,Associate,Tax,,,,Current,2020
2020-07-21,4.0,Canada,0,Senior Associate,Other,1,1,,Former,2020
2020-07-22,5.0,Taiwan,1,Senior Associate,Other,,1,1,Current,2020
2020-07-23,4.0,Hong Kong,1,Senior Associate,Other,,,,Current,2020
2020-07-23,5.0,India,0,Associate,Other,1,0,1,Former,2020
2020-07-26,5.0,United States,0,Associate,Consulting–Advisory,1,1,1,Former,2020
2020-07-28,4.0,India,1,Associate,Other,1,1,0,Current,2020
2020-08-03,4.0,United States,1,Senior Associate,Other,,,,Current,2020
2020-08-03,2.0,Singapore,1,Associate,Tech–IT–Data,-1,0,0,Current,2020
2020-08-04,4.0,United Kingdom,0,Associate,Other,1,1,0,Former,2020
2020-08-04,4.0,New Zealand,0,Manager,Other,,,,Former,2020
2020-08-05,4.0,United States,1,Director,Other,,,,Current,2020
2020-08-05,5.0,Kazakhstan,0,Senior Associate,Other,1,0,0,Former,2020
2020-08-09,4.0,United States,1,,Tax,1,,,Current,2020
2020-08-10,4.0,India,1,Intern,Other,1,1,1,Current,2020
2020-08-10,3.0,Hong Kong,0,Intern,Other,1,0,0,Former,2020
2020-08-11,3.0,United States,0,Associate,Other,,0,0,Former,2020
2020-08-11,4.0,Colombia,1,Associate,Other,1,1,,Current,2020
2020-08-11,3.0,United States,1,Senior Associate,Deals–Transactions,,,,Current,2020
2020-08-12,5.0,India,1,Associate,Other,,,,Current,2020
2020-08-12,4.0,Brazil,0,Associate,Tax,1,1,1,Former,2020
2020-08-12,4.0,United Kingdom,1,Senior Associate,Other,1,1,1,Current,2020
2020-08-14,5.0,Netherlands,1,Associate,Other,,1,1,Current,2020
2020-08-14,5.0,United States,1,Intern,Other,,,,Current,2020
2020-08-16,3.0,Australia,0,Manager,Other,,,,Former,2020
2020-08-17,3.0,United States,0,,Other,,,,Former,2020
2020-08-17,5.0,India,1,,Other,,1,1,Current,2020
2020-08-18,5.0,United States,1,Associate,Other,,,,Current,2020
2020-08-19,5.0,India,0,,Other,,1,1,Former,2020
2020-08-20,5.0,Portugal,1,Director,Consulting–Advisory,,1,1,Current,2020
2020-08-21,3.0,United States,1,Associate,Audit–Assurance,,,,Current,2020
2020-08-21,4.0,Thailand,1,Associate,Other,1,0,,Current,2020
2020-08-21,4.0,Singapore,1,Manager,Other,1,1,1,Current,2020
2020-08-22,4.0,India,0,Associate,Consulting–Advisory,1,,,Former,2020
2020-08-23,4.0,India,0,,Other,,,,Former,2020
2020-08-23,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2020
2020-08-24,3.0,India,0,Associate,Tech–IT–Data,,,,Former,2020
2020-08-27,5.0,United States,1,,Other,1,1,1,Current,2020
2020-08-28,4.0,United Kingdom,0,,Other,,,,Former,2020
2020-08-30,5.0,South Africa,1,,Other,,1,1,Current,2020
2020-08-31,4.0,Other,0,Associate,Other,,,,Former,2020
2020-08-31,4.0,India,0,Associate,Other,1,1,1,Former,2020
2020-09-03,5.0,United Kingdom,0,Intern,Other,,,,Former,2020
2020-09-03,5.0,South Korea,1,Senior Manager,Other,,,,Current,2020
2020-09-04,5.0,Other,1,Associate,Other,,,,Current,2020
2020-09-05,3.0,Malaysia,0,Associate,Other,,,,Former,2020
2020-09-07,5.0,China,1,Intern,Other,-1,1,,Current,2020
2020-09-07,4.0,Singapore,0,Intern,Other,,,,Former,2020
2020-09-08,4.0,Other,1,Manager,Audit–Assurance,,,,Current,2020
2020-09-09,5.0,United States,0,Intern,Audit–Assurance,,,,Former,2020
2020-09-09,4.0,Hong Kong,0,Intern,Other,,,,Former,2020
2020-09-10,4.0,Switzerland,1,Senior Manager,Tax,1,1,1,Current,2020
2020-09-12,5.0,Germany,0,,Other,1,1,1,Former,2020
2020-09-12,4.0,Hong Kong,0,Intern,Other,,,,Former,2020
2020-09-12,4.0,Malaysia,0,,Other,,,,Former,2020
2020-09-13,3.0,United States,0,,Tax,,,,Former,2020
2020-09-13,5.0,Malaysia,0,Intern,Audit–Assurance,,,,Former,2020
2020-09-14,5.0,United Kingdom,0,Senior Associate,Other,1,1,1,Former,2020
2020-09-14,3.0,United States,0,Associate,Audit–Assurance,,,,Former,2020
2020-09-14,4.0,United States,1,,Tax,,,,Current,2020
2020-09-15,4.0,Singapore,1,Manager,Other,1,1,1,Current,2020
2020-09-15,4.0,Singapore,1,Senior Manager,Other,,,,Current,2020
2020-09-15,5.0,Philippines,0,,Other,,,,Former,2020
2020-09-17,4.0,Ireland,1,Associate,Tech–IT–Data,,1,,Current,2020
2020-09-17,3.0,Hungary,1,Intern,Tax,,,,Current,2020
2020-09-17,4.0,China,1,Senior Manager,Other,1,0,,Current,2020
2020-09-19,4.0,Russia,1,Manager,Other,,0,0,Current,2020
2020-09-20,5.0,Australia,1,Manager,Other,,,,Current,2020
2020-09-20,5.0,Germany,0,Intern,Other,,,,Former,2020
2020-09-20,3.0,India,1,Associate,Other,,,,Current,2020
2020-09-20,5.0,United States,0,Senior Associate,Other,,,,Former,2020
2020-09-20,4.0,United Kingdom,1,Associate,Other,1,1,1,Current,2020
2020-09-21,4.0,Switzerland,1,Manager,Audit–Assurance,1,1,,Current,2020
2020-09-22,4.0,Hong Kong,0,Intern,Other,,,,Former,2020
2020-09-23,4.0,United Kingdom,0,Manager,Other,,1,1,Former,2020
2020-09-23,4.0,Singapore,1,Manager,Other,,,,Current,2020
2020-09-24,4.0,United Kingdom,1,Senior Associate,Audit–Assurance,,,,Current,2020
2020-09-24,5.0,Netherlands,0,Senior Associate,Audit–Assurance,,,,Former,2020
2020-09-25,5.0,Singapore,1,Associate,Other,,,,Current,2020
2020-09-26,4.0,India,0,Senior Associate,Other,,,,Former,2020
2020-09-26,5.0,China,0,,Audit–Assurance,-1,0,,Former,2020
2020-09-27,2.0,India,0,,Tech–IT–Data,,0,0,Former,2020
2020-09-28,3.0,Switzerland,0,Manager,Consulting–Advisory,1,1,,Former,2020
2020-09-29,5.0,United States,1,Associate,Other,1,1,1,Current,2020
2020-09-30,4.0,United States,0,Manager,Other,,,,Former,2020
2020-10-01,5.0,India,0,Associate,Other,,,,Former,2020
2020-10-02,4.0,United Kingdom,0,Intern,Other,1,1,1,Former,2020
2020-10-04,3.0,Singapore,1,Manager,Other,,,,Current,2020
2020-10-04,3.0,India,0,Director,Other,,0,1,Former,2020
2020-10-05,5.0,United Kingdom,1,,Consulting–Advisory,1,1,1,Current,2020
2020-10-05,4.0,United Kingdom,0,Associate,Other,,,,Former,2020
2020-10-05,5.0,United States,1,Manager,Audit–Assurance,,1,1,Current,2020
2020-10-06,5.0,United States,1,Director,Deals–Transactions,1,1,1,Current,2020
2020-10-07,4.0,India,1,,Tax,,,,Current,2020
2020-10-07,5.0,Taiwan,0,Intern,Audit–Assurance,,,,Former,2020
2020-10-07,3.0,United States,1,Associate,Audit–Assurance,,,,Current,2020
2020-10-08,4.0,Finland,1,Associate,Other,1,1,,Current,2020
2020-10-08,5.0,Poland,1,Senior Associate,Other,1,1,1,Current,2020
2020-10-08,5.0,United States,1,Senior Manager,Other,1,0,0,Current,2020
2020-10-08,4.0,Hungary,0,Intern,Other,,,,Former,2020
2020-10-08,3.0,United States,1,Senior Associate,Deals–Transactions,,,,Current,2020
2020-10-08,3.0,United States,0,,Other,,,,Former,2020
2020-10-09,3.0,Switzerland,1,Senior Associate,Audit–Assurance,,,,Current,2020
2020-10-09,4.0,Russia,1,Senior Associate,Other,1,0,0,Current,2020
2020-10-09,4.0,Other,1,Senior Associate,Support (HR/Ops/Finance),,,,Current,2020
2020-10-09,5.0,Australia,0,,Other,,,,Former,2020
2020-10-10,3.0,United Kingdom,0,,Tax,1,0,0,Former,2020
2020-10-12,4.0,Hong Kong,0,,Other,,,,Former,2020
2020-10-13,5.0,United States,0,Intern,Other,,,,Former,2020
2020-10-14,5.0,Ireland,0,Intern,Consulting–Advisory,,,,Former,2020
2020-10-14,5.0,United States,0,Associate,Tax,,,,Former,2020
2020-10-14,4.0,United Kingdom,0,Intern,Audit–Assurance,,,,Former,2020
2020-10-14,5.0,United Kingdom,1,Senior Manager,Other,1,1,1,Current,2020
2020-10-14,3.0,United States,0,Intern,Other,1,0,1,Former,2020
2020-10-14,4.0,Singapore,1,Associate,Other,,,,Current,2020
2020-10-16,3.0,Hong Kong,1,,Other,1,0,0,Current,2020
2020-10-17,4.0,New Zealand,0,,Other,1,1,1,Former,2020
2020-10-18,4.0,Philippines,0,,Deals–Transactions,,,,Former,2020
2020-10-19,5.0,Australia,1,,Other,1,1,,Current,2020
2020-10-19,4.0,Other,0,Associate,Audit–Assurance,,0,0,Former,2020
2020-10-20,4.0,Philippines,0,Associate,Audit–Assurance,,,,Former,2020
2020-10-22,5.0,United Kingdom,0,Intern,Other,,,,Former,2020
2020-10-22,3.0,United States,1,Manager,Audit–Assurance,,,,Current,2020
2020-10-22,5.0,United Kingdom,0,Intern,Other,1,1,0,Former,2020
2020-10-23,5.0,Poland,0,Intern,Other,,,,Former,2020
2020-10-24,4.0,Turkey,1,Senior Manager,Other,,0,1,Current,2020
2020-10-26,4.0,Ireland,0,Intern,Other,,1,0,Former,2020
2020-10-26,5.0,United States,1,Director,Other,1,1,1,Current,2020
2020-10-26,4.0,India,0,Associate,Other,,0,,Former,2020
2020-10-26,4.0,United Arab Emirates,0,Associate,Other,,,,Former,2020
2020-10-27,4.0,Netherlands,1,Senior Manager,Consulting–Advisory,,,,Current,2020
2020-10-28,5.0,Taiwan,1,Intern,Consulting–Advisory,,,,Current,2020
2020-11-01,4.0,Hong Kong,1,Senior Associate,Other,,,,Current,2020
2020-11-02,4.0,Hong Kong,1,Associate,Other,,,,Current,2020
2020-11-02,4.0,India,0,Intern,Other,,1,,Former,2020
2020-11-02,4.0,India,1,Associate,Other,1,1,1,Current,2020
2020-11-02,4.0,Singapore,0,,Other,,,,Former,2020
2020-11-03,4.0,Ireland,0,Intern,Deals–Transactions,,,,Former,2020
2020-11-03,4.0,United States,0,,Tax,1,,1,Former,2020
2020-11-05,4.0,Philippines,1,Associate,Audit–Assurance,,1,1,Current,2020
2020-11-06,4.0,United States,1,Associate,Tax,1,1,1,Current,2020
2020-11-06,4.0,United States,1,Associate,Other,,,,Current,2020
2020-11-07,4.0,United Kingdom,1,,Audit–Assurance,,,,Current,2020
2020-11-07,5.0,United Kingdom,1,Intern,Other,,,,Current,2020
2020-11-08,4.0,Switzerland,0,,Other,1,1,1,Former,2020
2020-11-08,4.0,India,1,Director,Other,,,,Current,2020
2020-11-08,5.0,Other,0,Associate,Other,,,,Former,2020
2020-11-08,4.0,India,1,Associate,Other,1,0,,Current,2020
2020-11-09,4.0,Singapore,1,Manager,Audit–Assurance,1,0,0,Current,2020
2020-11-10,4.0,United States,1,Associate,Other,,,,Current,2020
2020-11-11,4.0,United Kingdom,1,Manager,Other,1,0,0,Current,2020
2020-11-11,4.0,Nigeria,1,Intern,Other,,0,1,Current,2020
2020-11-11,5.0,United Kingdom,0,Director,Other,,,,Former,2020
2020-11-11,3.0,United States,1,Senior Associate,Audit–Assurance,,,,Current,2020
2020-11-11,5.0,Malaysia,0,Associate,Audit–Assurance,,,,Former,2020
2020-11-12,5.0,United Kingdom,0,Manager,Other,,,,Former,2020
2020-11-13,3.0,United States,1,Associate,Other,,,,Current,2020
2020-11-15,4.0,United Kingdom,1,,Other,,,,Current,2020
2020-11-16,4.0,India,1,Associate,Audit–Assurance,,-1,1,Current,2020
2020-11-16,5.0,United Kingdom,0,,Tech–IT–Data,1,1,1,Former,2020
2020-11-17,5.0,United Kingdom,1,,Other,,,,Current,2020
2020-11-17,5.0,United States,1,Senior Associate,Tax,1,1,,Current,2020
2020-11-17,5.0,Other,1,Associate,Other,1,0,0,Current,2020
2020-11-17,5.0,Philippines,1,Associate,Audit–Assurance,1,1,,Current,2020
2020-11-17,4.0,United Kingdom,1,Senior Manager,Other,,,,Current,2020
2020-11-17,4.0,China,1,Manager,Other,1,1,0,Current,2020
2020-11-17,3.0,India,0,,Other,,1,1,Former,2020
2020-11-18,3.0,Hong Kong,1,Senior Associate,Other,,,,Current,2020
2020-11-18,3.0,United States,1,,Support (HR/Ops/Finance),,,1,Current,2020
2020-11-19,5.0,United Kingdom,1,Manager,Other,,,,Current,2020
2020-11-19,4.0,Thailand,1,Manager,Audit–Assurance,1,1,0,Current,2020
2020-11-20,4.0,United Kingdom,1,,Audit–Assurance,,,,Current,2020
2020-11-21,4.0,India,1,Senior Associate,Other,1,1,1,Current,2020
2020-11-21,5.0,Singapore,1,,Audit–Assurance,1,1,,Current,2020
2020-11-22,5.0,Other,1,Senior Associate,Other,1,1,,Current,2020
2020-11-23,4.0,Ireland,0,,Consulting–Advisory,,,,Former,2020
2020-11-23,4.0,Indonesia,0,Senior Associate,Audit–Assurance,,,,Former,2020
2020-11-23,4.0,United Kingdom,0,Associate,Other,,,,Former,2020
2020-11-23,3.0,Other,0,Associate,Audit–Assurance,1,1,1,Former,2020
2020-11-24,5.0,United States,1,Manager,Support (HR/Ops/Finance),,,,Current,2020
2020-11-24,5.0,United States,1,Senior Associate,Support (HR/Ops/Finance),1,1,1,Current,2020
2020-11-24,2.0,Philippines,0,Associate,Other,-1,1,0,Former,2020
2020-11-25,4.0,United Kingdom,1,Senior Associate,Audit–Assurance,1,1,,Current,2020
2020-11-25,4.0,Hong Kong,1,,Other,,,,Current,2020
2020-11-25,5.0,Ireland,1,Senior Manager,Tax,,,,Current,2020
2020-11-25,5.0,Singapore,0,Associate,Audit–Assurance,,,,Former,2020
2020-11-26,4.0,United States,1,Associate,Other,,,,Current,2020
2020-11-26,3.0,Israel,1,Associate,Other,,,,Current,2020
2020-11-27,4.0,India,1,Associate,Tech–IT–Data,1,1,1,Current,2020
2020-11-27,4.0,Malaysia,0,Associate,Audit–Assurance,,,,Former,2020
2020-11-30,5.0,United States,0,Senior Associate,Other,,,,Former,2020
2020-11-30,4.0,United States,1,Intern,Other,,,,Current,2020
2020-11-30,5.0,Poland,0,Manager,Audit–Assurance,,,,Former,2020
2020-12-01,5.0,Other,1,Associate,Audit–Assurance,,,,Current,2020
2020-12-02,4.0,United States,0,Intern,Audit–Assurance,1,1,1,Former,2020
2020-12-03,5.0,China,0,,Other,,,,Former,2020
2020-12-03,4.0,United States,0,Associate,Other,,0,0,Former,2020
2020-12-04,4.0,India,1,,Other,,,,Current,2020
2020-12-04,4.0,Hong Kong,0,Associate,Other,-1,0,,Former,2020
2020-12-04,2.0,Australia,0,Associate,Other,-1,1,1,Former,2020
2020-12-05,4.0,Hong Kong,1,Manager,Other,,,,Current,2020
2020-12-06,4.0,United States,1,Associate,Other,,,,Current,2020
2020-12-06,5.0,Hong Kong,1,Senior Associate,Other,,,,Current,2020
2020-12-06,5.0,Hong Kong,1,Manager,Other,,,,Current,2020
2020-12-07,5.0,United States,0,Senior Associate,Audit–Assurance,,,,Former,2020
2020-12-07,3.0,United States,1,Associate,Audit–Assurance,,1,1,Current,2020
2020-12-07,5.0,United States,1,,Audit–Assurance,,,,Current,2020
2020-12-07,3.0,United Kingdom,0,Associate,Tech–IT–Data,,,,Former,2020
2020-12-07,5.0,India,0,Associate,Other,,,,Former,2020
2020-12-08,4.0,Switzerland,0,Intern,Consulting–Advisory,,,,Former,2020
2020-12-08,5.0,Ireland,0,,Other,1,1,1,Former,2020
2020-12-08,5.0,United States,1,,Support (HR/Ops/Finance),,,,Current,2020
2020-12-08,3.0,Philippines,1,,Other,-1,-1,,Current,2020
2020-12-09,4.0,India,1,Associate,Other,,,,Current,2020
2020-12-09,5.0,Brazil,1,Manager,Other,,,,Current,2020
2020-12-10,4.0,India,1,Associate,Other,1,1,1,Current,2020
2020-12-10,3.0,United States,1,Associate,Other,,,,Current,2020
2020-12-10,5.0,Germany,0,Intern,Other,,,,Former,2020
2020-12-10,4.0,United States,0,,Other,,,,Former,2020
2020-12-12,5.0,Canada,1,Associate,Other,,,,Current,2020
2020-12-13,4.0,United States,0,Associate,Audit–Assurance,,,,Former,2020
2020-12-13,5.0,United Arab Emirates,1,,Other,,1,1,Current,2020
2020-12-14,4.0,United States,1,Director,Other,,,,Current,2020
2020-12-15,5.0,United Kingdom,0,Associate,Tech–IT–Data,,,,Former,2020
2020-12-15,4.0,United States,1,Associate,Other,,,,Current,2020
2020-12-16,5.0,United States,1,Senior Associate,Other,1,1,1,Current,2020
2020-12-17,4.0,Luxembourg,0,Senior Manager,Tax,,,,Former,2020
2020-12-17,5.0,India,0,Associate,Other,,,,Former,2020
2020-12-18,4.0,United States,1,Associate,Audit–Assurance,,,,Current,2020
2020-12-18,4.0,United Kingdom,0,Associate,Consulting–Advisory,,,,Former,2020
2020-12-19,4.0,United Kingdom,1,Senior Associate,Audit–Assurance,,,,Current,2020
2020-12-19,5.0,United Kingdom,1,Associate,Audit–Assurance,,,,Current,2020
2020-12-20,5.0,Czechia,1,Associate,Audit–Assurance,,,,Current,2020
2020-12-20,5.0,Germany,0,Intern,Other,1,1,,Former,2020
2020-12-20,4.0,India,1,Senior Associate,Other,,,,Current,2020
2020-12-21,5.0,United States,1,,Tax,,1,1,Current,2020
2020-12-21,3.0,Other,1,,Audit–Assurance,,,,Current,2020
2020-12-22,5.0,India,0,Associate,Consulting–Advisory,1,1,,Former,2020
2020-12-22,5.0,United States,1,Associate,Other,,,,Current,2020
2020-12-23,3.0,United States,1,Associate,Other,1,1,,Current,2020
2020-12-28,1.0,Other,0,,Risk,,,-1,Former,2020
2020-12-29,4.0,United States,0,Senior Associate,Other,1,,,Former,2020
2020-12-29,5.0,United States,0,Intern,Tax,,,,Former,2020
2020-12-30,4.0,Australia,1,Senior Associate,Tech–IT–Data,,1,0,Current,2020
2020-12-31,4.0,India,1,Senior Associate,Other,,1,,Current,2020
2021-01-02,4.0,Kazakhstan,1,Associate,Other,,,,Current,2021
2021-01-02,5.0,Israel,0,Associate,Deals–Transactions,,,,Former,2021
2021-01-03,4.0,China,0,Associate,Other,,,,Former,2021
2021-01-03,3.0,United States,1,,Other,1,0,,Current,2021
2021-01-03,5.0,United States,1,Senior Associate,Other,,,,Current,2021
2021-01-04,4.0,Singapore,1,Associate,Audit–Assurance,,,,Current,2021
2021-01-06,5.0,Other,1,Intern,Deals–Transactions,1,1,1,Current,2021
2021-01-07,2.0,United Kingdom,1,Associate,Audit–Assurance,,,,Current,2021
2021-01-07,4.0,Denmark,1,Manager,Other,,,,Current,2021
2021-01-07,4.0,India,1,Senior Associate,Other,,,,Current,2021
2021-01-08,4.0,India,0,Senior Associate,Other,,,,Former,2021
2021-01-08,5.0,India,1,Director,Other,,1,1,Current,2021
2021-01-09,5.0,India,1,Associate,Tech–IT–Data,,,,Current,2021
2021-01-09,3.0,United Kingdom,1,Associate,Other,,,,Current,2021
2021-01-09,5.0,Malaysia,1,Intern,Audit–Assurance,,,,Current,2021
2021-01-09,4.0,Hong Kong,0,Intern,Other,,,,Former,2021
2021-01-11,5.0,Other,1,,Other,,1,1,Current,2021
2021-01-11,3.0,United States,1,Senior Manager,Other,,,,Current,2021
2021-01-11,5.0,India,1,Manager,Other,1,1,0,Current,2021
2021-01-11,3.0,Philippines,1,,Tech–IT–Data,1,1,,Current,2021
2021-01-12,2.0,Singapore,0,Associate,Audit–Assurance,,,,Former,2021
2021-01-12,4.0,Hong Kong,0,Intern,Audit–Assurance,1,0,0,Former,2021
2021-01-12,5.0,United States,1,Associate,Other,1,1,1,Current,2021
2021-01-12,3.0,Taiwan,1,Associate,Audit–Assurance,-1,0,1,Current,2021
2021-01-12,4.0,Hong Kong,1,Associate,Other,1,1,0,Current,2021
2021-01-12,2.0,India,0,Associate,Consulting–Advisory,,,,Former,2021
2021-01-12,5.0,Singapore,1,Associate,Other,1,1,1,Current,2021
2021-01-13,4.0,Singapore,0,,Consulting–Advisory,,,,Former,2021
2021-01-13,3.0,Other,1,Associate,Audit–Assurance,1,1,1,Current,2021
2021-01-13,4.0,India,1,Senior Associate,Other,,,,Current,2021
2021-01-13,4.0,Russia,0,,Other,,,,Former,2021
2021-01-13,4.0,Other,0,,Consulting–Advisory,1,,,Former,2021
2021-01-13,4.0,Other,1,Associate,Tax,,,,Current,2021
2021-01-13,4.0,United Kingdom,1,Manager,Audit–Assurance,,,,Current,2021
2021-01-13,4.0,Spain,1,Associate,Risk,1,1,1,Current,2021
2021-01-14,4.0,Denmark,0,Associate,Other,,,,Former,2021
2021-01-14,3.0,Other,0,,Other,,0,,Former,2021
2021-01-14,5.0,Other,0,,Other,1,1,1,Former,2021
2021-01-14,4.0,United States,1,Senior Associate,Other,1,1,1,Current,2021
2021-01-14,4.0,India,1,Manager,Tax,1,1,1,Current,2021
2021-01-14,4.0,Australia,1,Senior Associate,Other,,,,Current,2021
2021-01-15,5.0,South Africa,0,,Support (HR/Ops/Finance),1,1,1,Former,2021
2021-01-15,3.0,United Kingdom,0,Associate,Other,,,,Former,2021
2021-01-16,4.0,United Kingdom,0,,Other,,,,Former,2021
2021-01-16,4.0,Nigeria,1,Associate,Other,,,,Current,2021
2021-01-16,5.0,Hong Kong,0,Intern,Other,,,,Former,2021
2021-01-16,4.0,Ireland,1,Senior Associate,Other,,1,0,Current,2021
2021-01-17,4.0,United States,1,Associate,Risk,,,,Current,2021
2021-01-17,3.0,Australia,1,Associate,Audit–Assurance,,,,Current,2021
2021-01-19,5.0,United States,1,Director,Audit–Assurance,,,,Current,2021
2021-01-19,4.0,India,0,Associate,Tax,,,,Former,2021
2021-01-19,5.0,United Kingdom,1,,Other,,,,Current,2021
2021-01-19,5.0,Israel,0,,Other,,,,Former,2021
2021-01-19,5.0,United States,1,Associate,Tech–IT–Data,,,,Current,2021
2021-01-20,4.0,United Kingdom,1,Manager,Other,,,,Current,2021
2021-01-20,5.0,United Kingdom,0,Associate,Audit–Assurance,1,1,1,Former,2021
2021-01-20,4.0,China,0,,Other,,,,Former,2021
2021-01-20,4.0,Ireland,0,Associate,Other,,0,1,Former,2021
2021-01-20,5.0,United States,1,Associate,Risk,,,,Current,2021
2021-01-21,5.0,India,0,Senior Associate,Other,1,1,1,Former,2021
2021-01-22,4.0,India,0,,Other,1,1,0,Former,2021
2021-01-22,5.0,India,0,,Tech–IT–Data,1,0,0,Former,2021
2021-01-22,4.0,United States,0,Senior Associate,Other,,,,Former,2021
2021-01-24,4.0,Other,1,Senior Manager,Other,,,,Current,2021
2021-01-24,5.0,Malaysia,0,Senior Associate,Other,,,,Former,2021
2021-01-24,4.0,Singapore,0,Senior Associate,Other,1,1,1,Former,2021
2021-01-24,3.0,United Kingdom,1,Director,Other,,1,1,Current,2021
2021-01-24,4.0,Singapore,0,Intern,Other,,,,Former,2021
2021-01-25,2.0,United States,1,Associate,Risk,,,,Current,2021
2021-01-25,4.0,China,0,,Other,,,,Former,2021
2021-01-25,5.0,Netherlands,0,,Other,,1,1,Former,2021
2021-01-25,3.0,United Kingdom,1,Senior Associate,Other,,,,Current,2021
2021-01-25,5.0,United States,1,Associate,Other,,,,Current,2021
2021-01-25,4.0,Indonesia,1,,Other,,,,Current,2021
2021-01-25,4.0,United States,1,Senior Associate,Other,,,,Current,2021
2021-01-26,3.0,United Kingdom,0,Associate,Deals–Transactions,,,,Former,2021
2021-01-26,4.0,Malaysia,0,Intern,Audit–Assurance,,,,Former,2021
2021-01-26,4.0,Luxembourg,0,Associate,Other,,,,Former,2021
2021-01-26,3.0,India,1,Associate,Consulting–Advisory,,,,Current,2021
2021-01-27,3.0,United States,0,Associate,Other,,,,Former,2021
2021-01-27,3.0,United Kingdom,1,Senior Manager,Other,1,1,1,Current,2021
2021-01-28,3.0,United Kingdom,0,,Tech–IT–Data,,,,Former,2021
2021-01-28,3.0,India,1,Director,Other,,,,Current,2021
2021-01-29,4.0,United States,0,Associate,Audit–Assurance,,,,Former,2021
2021-01-30,5.0,Turkey,0,,Other,,,,Former,2021
2021-01-30,5.0,Netherlands,1,Senior Associate,Other,1,1,0,Current,2021
2021-01-30,3.0,United States,0,,Other,1,1,,Former,2021
2021-01-30,3.0,Hong Kong,1,Senior Associate,Other,,,,Current,2021
2021-01-31,4.0,United States,1,,Other,1,0,1,Current,2021
2021-02-01,5.0,United States,1,Associate,Other,,1,1,Current,2021
2021-02-01,5.0,Other,0,Senior Associate,Other,,,,Former,2021
2021-02-02,4.0,United States,0,,Other,1,1,,Former,2021
2021-02-02,3.0,Philippines,1,Associate,Audit–Assurance,,,,Current,2021
2021-02-03,4.0,United Kingdom,0,,Consulting–Advisory,,,,Former,2021
2021-02-03,4.0,Brazil,0,Senior Associate,Other,-1,,1,Former,2021
2021-02-03,3.0,United Kingdom,0,Senior Associate,Tax,1,,1,Former,2021
2021-02-04,4.0,Malaysia,1,Senior Associate,Other,,,,Current,2021
2021-02-04,3.0,Hong Kong,1,Associate,Other,,,,Current,2021
2021-02-05,5.0,United States,1,Associate,Other,,,,Current,2021
2021-02-07,5.0,Australia,0,,Other,1,1,1,Former,2021
2021-02-08,3.0,Singapore,0,Senior Associate,Other,,,,Former,2021
2021-02-08,4.0,India,0,Director,Other,,,,Former,2021
2021-02-08,4.0,United Kingdom,1,Associate,Other,,,,Current,2021
2021-02-08,5.0,Germany,0,Senior Associate,Other,,,,Former,2021
2021-02-09,5.0,Other,1,Associate,Other,,1,0,Current,2021
2021-02-09,5.0,United States,0,,Other,1,1,1,Former,2021
2021-02-09,3.0,United States,0,Associate,Tax,,,,Former,2021
2021-02-09,5.0,United States,1,Associate,Other,,,1,Current,2021
2021-02-10,4.0,India,0,Associate,Other,,1,0,Former,2021
2021-02-10,4.0,United States,1,Senior Associate,Other,1,,1,Current,2021
